Player,Inns,Runs,Overs,Conc,Wkts,Ct,St,Opposition,Ground,StartDate,Result
ARPatel,1,9,0,0,0,0,0,vSouthAfrica,Cuttack,10/5/2015,no
IKPathan,1,8,0,0,0,0,0,vEngland,Colombo(RPS),9/23/2012,no
IKPathan,1,0,0,0,0,0,0,vSouthAfrica,Colombo(RPS),10/2/2012,no
IKPathan,1,0,0,0,0,0,0,vAfghanistan,Colombo(RPS),9/19/2012,no
IKPathan,1,31,0,0,0,0,0,vAustralia,Colombo(RPS),9/28/2012,no
AMRahane,1,0,0,0,0,3,0,vEngland,Pune,12/20/2012,no
AMRahane,1,42,0,0,0,0,0,vPakistan,Bengaluru,12/25/2012,no
AMRahane,1,19,0,0,0,0,0,vAustralia,Dhaka,3/30/2014,no
AMRahane,1,3,0,0,0,0,0,vSriLanka,Dhaka,4/6/2014,no
AMRahane,1,0,0,0,0,0,0,vWestIndies,Lauderhill,8/27/2016,no
AMRahane,1,33,0,0,0,0,0,vZimbabwe,Harare,7/17/2015,no
AMRahane,1,0,0,0,0,0,0,vSriLanka,Visakhapatnam,2/14/2016,no
AMRahane,1,0,0,0,0,1,0,vPakistan,Dhaka,2/27/2016,no
AMRahane,1,0,0,0,0,0,0,vSouthAfrica,Dhaka,4/4/2014,no
AMRahane,1,40,0,0,0,0,0,vWestIndies,Mumbai,3/31/2016,no
AMRahane,1,25,0,0,0,0,0,vSriLanka,Ranchi,2/12/2016,no
AMRahane,1,3,0,0,0,0,0,vEngland,Mumbai,12/22/2012,no
AMRahane,1,28,0,0,0,0,0,vPakistan,Ahmedabad,12/28/2012,no
AMRahane,1,0,0,0,0,4,0,vEngland,Birmingham,9/7/2014,no
AMRahane,1,0,0,0,0,1,0,vWestIndies,Lauderhill,8/28/2016,no
AMRahane,1,0,0,0,0,0,0,vZimbabwe,Harare,7/19/2015,no
AMRahane,1,4,0,0,0,0,0,vSriLanka,Pune,2/9/2016,no
KLRahul,1,0,0,0,0,0,0,vZimbabwe,Harare,6/18/2016,no
KLRahul,1,8,0,0,0,0,0,vEngland,Kanpur,1/26/2017,no
KLRahul,1,0,0,0,0,0,0,vWestIndies,Lauderhill,8/27/2016,no
KLRahul,1,22,0,0,0,0,0,vZimbabwe,Harare,6/22/2016,no
KLRahul,1,22,0,0,0,0,0,vEngland,Bengaluru,2/1/2017,no
KLRahul,1,0,0,0,0,1,0,vZimbabwe,Harare,6/20/2016,no
KLRahul,1,71,0,0,0,0,0,vEngland,Nagpur,1/29/2017,no
KLRahul,1,0,0,0,0,0,0,vSriLanka,Colombo(RPS),9/6/2017,no
KLRahul,1,0,0,0,0,0,0,vWestIndies,Lauderhill,8/28/2016,no
SKRaina,1,34,0,0,0,0,0,vEngland,Kanpur,1/26/2017,no
SKRaina,1,0,0,0,0,1,0,vAustralia,Sydney,1/31/2016,no
SKRaina,1,1,0,0,0,0,0,vEngland,Colombo(RPS),9/23/2012,no
SKRaina,1,0,0,0,0,0,0,vAustralia,Rajkot,10/10/2013,no
SKRaina,1,0,0,0,0,1,0,vPakistan,Dhaka,2/27/2016,no
SKRaina,1,0,0,0,0,0,0,vBangladesh,Dhaka,3/6/2016,no
SKRaina,1,0,0,0,0,0,0,vWestIndies,Mumbai,3/31/2016,no
SKRaina,1,30,0,0,0,0,0,vBangladesh,Bengaluru,3/23/2016,no
SKRaina,1,45,0,0,0,0,0,vSouthAfrica,Colombo(RPS),10/2/2012,no
SKRaina,1,22,0,0,0,0,0,vSouthAfrica,Cuttack,10/5/2015,no
SKRaina,1,0,0,0,0,0,0,vAustralia,Melbourne,1/29/2016,no
SKRaina,1,35,0,0,0,0,0,vEngland,Mumbai,12/22/2012,no
SKRaina,1,1,0,0,0,0,0,vPakistan,Ahmedabad,12/28/2012,no
SKRaina,1,30,0,0,0,0,0,vSriLanka,Ranchi,2/12/2016,no
SKRaina,1,0,0,0,0,1,0,vU.A.E.,Dhaka,3/3/2016,no
SKRaina,1,63,0,0,0,0,0,vEngland,Bengaluru,2/1/2017,no
SKRaina,1,0,0,0,0,0,0,vEngland,Birmingham,9/7/2014,no
SKRaina,1,38,0,0,0,0,0,vAfghanistan,Colombo(RPS),9/19/2012,no
SKRaina,1,14,0,0,0,0,0,vSouthAfrica,Dharamsala,10/2/2015,no
SKRaina,1,0,0,0,0,2,0,vPakistan,Colombo(RPS),9/30/2012,no
SKRaina,1,0,0,0,0,0,0,vAustralia,Mohali,3/27/2016,no
SKRaina,1,10,0,0,0,0,0,vPakistan,Bengaluru,12/25/2012,no
SKRaina,1,41,0,0,0,0,0,vAustralia,Adelaide,1/26/2016,no
SKRaina,1,0,0,0,0,0,0,vEngland,Pune,12/20/2012,no
SKRaina,1,20,0,0,0,0,0,vSriLanka,Pune,2/9/2016,no
SKRaina,1,7,0,0,0,0,0,vEngland,Nagpur,1/29/2017,no
SKRaina,1,13,0,0,0,0,0,vBangladesh,Dhaka,2/24/2016,no
SKRaina,1,0,0,0,0,3,0,vPakistan,Dhaka,3/21/2014,no
SKRaina,1,26,0,0,0,0,0,vAustralia,Colombo(RPS),9/28/2012,no
SKRaina,1,6,0,0,0,0,0,vAustralia,Dhaka,3/30/2014,no
SKRaina,1,0,0,0,0,0,0,vSriLanka,Dhaka,4/6/2014,no
ATRayudu,1,20,0,0,0,0,0,vZimbabwe,Harare,6/22/2016,no
ATRayudu,1,0,0,0,0,0,0,vSouthAfrica,Cuttack,10/5/2015,no
ATRayudu,1,0,0,0,0,2,0,vEngland,Birmingham,9/7/2014,no
ATRayudu,1,0,0,0,0,0,0,vSouthAfrica,Dharamsala,10/2/2015,no
ATRayudu,1,0,0,0,0,2,0,vZimbabwe,Harare,6/20/2016,no
ATRayudu,1,0,0,0,0,0,0,vZimbabwe,Harare,6/18/2016,no
SVSamson,1,0,0,0,0,1,0,vZimbabwe,Harare,7/19/2015,no
SandeepSharma,1,0,0,0,0,0,0,vZimbabwe,Harare,7/17/2015,no
VSehwag,1,17,0,0,0,0,0,vSouthAfrica,Colombo(RPS),10/2/2012,no
VSehwag,1,8,0,0,0,0,0,vAfghanistan,Colombo(RPS),9/19/2012,no
VSehwag,1,0,0,0,0,0,0,vPakistan,Colombo(RPS),9/30/2012,no
ISharma,1,0,0,0,0,0,0,vPakistan,Ahmedabad,12/28/2012,no
ISharma,1,0,0,0,0,0,0,vPakistan,Bengaluru,12/25/2012,no
MMSharma,1,0,0,0,0,0,0,vAustralia,Dhaka,3/30/2014,no
MMSharma,1,0,0,0,0,0,0,vSriLanka,Dhaka,4/6/2014,no
MMSharma,1,0,0,0,0,0,0,vZimbabwe,Harare,7/17/2015,no
MMSharma,1,0,0,0,0,0,0,vSouthAfrica,Cuttack,10/5/2015,no
MMSharma,1,0,0,0,0,0,0,vSouthAfrica,Dharamsala,10/2/2015,no
RGSharma,1,0,0,0,0,0,0,vNewZealand,Nagpur,3/15/2016,no
RGSharma,1,0,0,0,0,0,0,vAustralia,Sydney,1/31/2016,no
RGSharma,1,55,0,0,0,0,0,vEngland,Colombo(RPS),9/23/2012,no
RGSharma,1,0,0,0,0,0,0,vPakistan,Dhaka,2/27/2016,no
RGSharma,1,0,0,0,0,0,0,vSriLanka,Visakhapatnam,2/14/2016,no
RGSharma,1,0,0,0,0,0,0,vAustralia,Rajkot,10/10/2013,no
RGSharma,1,0,0,0,0,1,0,vSouthAfrica,Dhaka,4/4/2014,no
RGSharma,1,43,0,0,0,0,0,vWestIndies,Mumbai,3/31/2016,no
RGSharma,1,0,0,0,0,1,0,vBangladesh,Dhaka,3/28/2014,no
RGSharma,1,25,0,0,0,0,0,vSouthAfrica,Colombo(RPS),10/2/2012,no
RGSharma,1,0,0,0,0,0,0,vBangladesh,Dhaka,3/6/2016,no
RGSharma,1,18,0,0,0,0,0,vBangladesh,Bengaluru,3/23/2016,no
RGSharma,1,22,0,0,0,0,0,vSouthAfrica,Cuttack,10/5/2015,no
RGSharma,1,4,0,0,0,0,0,vPakistan,Ahmedabad,12/28/2012,no
RGSharma,1,60,0,0,0,0,0,vAustralia,Melbourne,1/29/2016,no
RGSharma,1,24,0,0,0,0,0,vEngland,Mumbai,12/22/2012,no
RGSharma,1,43,0,0,0,0,0,vSriLanka,Ranchi,2/12/2016,no
RGSharma,1,0,0,0,0,0,0,vU.A.E.,Dhaka,3/3/2016,no
RGSharma,1,1,0,0,0,0,0,vAfghanistan,Colombo(RPS),9/19/2012,no
RGSharma,1,0,0,0,0,1,0,vWestIndies,Dhaka,3/23/2014,no
RGSharma,1,0,0,0,0,0,0,vSriLanka,Colombo(RPS),9/6/2017,no
RGSharma,1,0,0,0,0,1,0,vPakistan,Colombo(RPS),9/30/2012,no
RGSharma,1,0,0,0,0,0,0,vWestIndies,Lauderhill,8/28/2016,no
RGSharma,1,0,0,0,0,0,0,vPakistan,Kolkata,3/19/2016,no
RGSharma,1,106,0,0,0,0,0,vSouthAfrica,Dharamsala,10/2/2015,no
RGSharma,1,2,0,0,0,0,0,vPakistan,Bengaluru,12/25/2012,no
RGSharma,1,0,0,0,0,0,0,vAustralia,Mohali,3/27/2016,no
RGSharma,1,31,0,0,0,0,0,vAustralia,Adelaide,1/26/2016,no
RGSharma,1,0,0,0,0,0,0,vSriLanka,Pune,2/9/2016,no
RGSharma,1,83,0,0,0,0,0,vBangladesh,Dhaka,2/24/2016,no
RGSharma,1,0,0,0,0,0,0,vPakistan,Dhaka,3/21/2014,no
RGSharma,1,5,0,0,0,0,0,vAustralia,Dhaka,3/30/2014,no
RGSharma,1,1,0,0,0,0,0,vAustralia,Colombo(RPS),9/28/2012,no
RGSharma,1,0,0,0,0,0,0,vSriLanka,Dhaka,3/1/2016,no
RGSharma,1,29,0,0,0,0,0,vSriLanka,Dhaka,4/6/2014,no
RGSharma,1,0,0,0,0,0,0,vWestIndies,Lauderhill,8/27/2016,no
BBSran,1,0,0,0,0,0,0,vZimbabwe,Harare,6/22/2016,no
RVUthappa,1,39,0,0,0,0,0,vZimbabwe,Harare,7/17/2015,no
RVUthappa,1,0,0,0,0,1,0,vZimbabwe,Harare,7/19/2015,no
MVijay,1,34,0,0,0,0,0,vZimbabwe,Harare,7/17/2015,no
YuvrajSingh,1,0,0,0,0,0,0,vBangladesh,Dhaka,3/6/2016,no
YuvrajSingh,1,0,0,0,0,0,0,vSouthAfrica,Dhaka,4/4/2014,no
YuvrajSingh,1,3,0,0,0,0,0,vBangladesh,Bengaluru,3/23/2016,no
YuvrajSingh,1,18,0,0,0,0,0,vAfghanistan,Colombo(RPS),9/19/2012,no
YuvrajSingh,1,0,0,0,0,0,0,vAustralia,Melbourne,1/29/2016,no
YuvrajSingh,1,4,0,0,0,0,0,vEngland,Mumbai,12/22/2012,no
YuvrajSingh,1,12,0,0,0,0,0,vEngland,Kanpur,1/26/2017,no
YuvrajSingh,1,0,0,0,0,0,0,vSriLanka,Ranchi,2/12/2016,no
YuvrajSingh,1,72,0,0,0,0,0,vPakistan,Ahmedabad,12/28/2012,no
YuvrajSingh,1,27,0,0,0,0,0,vEngland,Bengaluru,2/1/2017,no
YuvrajSingh,1,0,0,0,0,0,0,vWestIndies,Dhaka,3/23/2014,no
YuvrajSingh,1,0,0,0,0,0,0,vPakistan,Kolkata,3/19/2016,no
YuvrajSingh,1,10,0,0,0,0,0,vSriLanka,Pune,2/9/2016,no
YuvrajSingh,1,10,0,0,0,0,0,vPakistan,Bengaluru,12/25/2012,no
YuvrajSingh,1,8,0,0,0,0,0,vAustralia,Colombo(RPS),9/28/2012,no
YuvrajSingh,1,4,0,0,0,0,0,vEngland,Nagpur,1/29/2017,no
YuvrajSingh,1,15,0,0,0,0,0,vBangladesh,Dhaka,2/24/2016,no
YuvrajSingh,1,60,0,0,0,0,0,vAustralia,Dhaka,3/30/2014,no
YuvrajSingh,1,11,0,0,0,0,0,vSriLanka,Dhaka,4/6/2014,no
YuvrajSingh,1,0,0,0,0,0,0,vNewZealand,Nagpur,3/15/2016,no
YuvrajSingh,1,0,0,0,0,0,0,vEngland,Colombo(RPS),9/23/2012,no
YuvrajSingh,1,0,0,0,0,0,0,vAustralia,Adelaide,1/26/2016,no
YuvrajSingh,1,21,0,0,0,0,0,vSouthAfrica,Colombo(RPS),10/2/2012,no
YuvrajSingh,1,0,0,0,0,1,0,vAustralia,Rajkot,10/10/2013,no
YuvrajSingh,1,0,0,0,0,0,0,vBangladesh,Dhaka,3/28/2014,no
RAshwin,2,0,0,0,0,0,0,vPakistan,Kolkata,3/19/2016,no
RAshwin,2,0,0,0,0,0,0,vPakistan,Colombo(RPS),9/30/2012,no
RAshwin,2,0,0,0,0,0,0,vAustralia,Mohali,3/27/2016,no
RAshwin,2,0,0,0,0,0,0,vWestIndies,Lauderhill,8/28/2016,no
RAshwin,2,0,0,0,0,0,0,vEngland,Pune,12/20/2012,no
RAshwin,2,0,0,0,0,0,0,vPakistan,Dhaka,3/21/2014,no
RAshwin,2,0,0,0,0,0,0,vSriLanka,Dhaka,3/1/2016,no
RAshwin,2,10,0,0,0,0,0,vNewZealand,Nagpur,3/15/2016,no
RAshwin,2,0,0,0,0,0,0,vWestIndies,Lauderhill,8/27/2016,no
RAshwin,2,0,0,0,0,0,0,vAustralia,Sydney,1/31/2016,no
RAshwin,2,0,0,0,0,0,0,vSriLanka,Visakhapatnam,2/14/2016,no
RAshwin,2,0,0,0,0,0,0,vAustralia,Rajkot,10/10/2013,no
RAshwin,2,0,0,0,0,0,0,vPakistan,Dhaka,2/27/2016,no
RAshwin,2,0,0,0,0,0,0,vBangladesh,Dhaka,3/28/2014,no
RAshwin,2,0,0,0,0,0,0,vSouthAfrica,Dhaka,4/4/2014,no
RAshwin,2,0,0,0,0,0,0,vBangladesh,Dhaka,3/6/2016,no
RAshwin,2,0,0,0,0,0,0,vWestIndies,Dhaka,3/23/2014,no
RAshwin,2,0,0,0,0,0,0,vEngland,Birmingham,9/7/2014,no
PAwana,2,0,0,0,0,0,0,vEngland,Pune,12/20/2012,no
LBalaji,2,0,0,0,0,0,0,vPakistan,Colombo(RPS),9/30/2012,no
STRBinny,2,24,0,0,0,0,0,vZimbabwe,Harare,7/19/2015,no
STRBinny,2,0,0,0,0,0,0,vWestIndies,Lauderhill,8/27/2016,no
JJBumrah,2,0,0,0,0,0,0,vSriLanka,Visakhapatnam,2/14/2016,no
JJBumrah,2,0,0,0,0,0,0,vPakistan,Dhaka,2/27/2016,no
JJBumrah,2,0,0,0,0,0,0,vBangladesh,Dhaka,3/6/2016,no
JJBumrah,2,0,0,0,0,0,0,vU.A.E.,Dhaka,3/3/2016,no
JJBumrah,2,0,0,0,0,0,0,vPakistan,Kolkata,3/19/2016,no
JJBumrah,2,0,0,0,0,0,0,vAustralia,Mohali,3/27/2016,no
JJBumrah,2,0,0,0,0,0,0,vZimbabwe,Harare,6/20/2016,no
JJBumrah,2,0,0,0,0,0,0,vWestIndies,Lauderhill,8/28/2016,no
JJBumrah,2,0,0,0,0,0,0,vSriLanka,Colombo(RPS),9/6/2017,no
JJBumrah,2,0,0,0,0,0,0,vSriLanka,Dhaka,3/1/2016,no
JJBumrah,2,0,0,0,0,0,0,vNewZealand,Nagpur,3/15/2016,no
JJBumrah,2,0,0,0,0,0,0,vZimbabwe,Harare,6/18/2016,no
JJBumrah,2,0,0,0,0,0,0,vAustralia,Sydney,1/31/2016,no
JJBumrah,2,0,0,0,0,0,0,vWestIndies,Lauderhill,8/27/2016,no
YSChahal,2,0,0,0,0,0,0,vZimbabwe,Harare,6/20/2016,no
YSChahal,2,0,0,0,0,0,0,vSriLanka,Colombo(RPS),9/6/2017,no
YSChahal,2,0,0,0,0,0,0,vZimbabwe,Harare,6/18/2016,no
PPChawla,2,0,0,0,0,0,0,vEngland,Pune,12/20/2012,no
RDhawan,2,1,0,0,0,0,0,vZimbabwe,Harare,6/18/2016,no
SDhawan,2,0,0,0,0,0,0,vSriLanka,Ranchi,2/12/2016,no
SDhawan,2,16,0,0,0,0,0,vU.A.E.,Dhaka,3/3/2016,no
SDhawan,2,0,0,0,0,0,0,vWestIndies,Dhaka,3/23/2014,no
SDhawan,2,33,0,0,0,0,0,vEngland,Birmingham,9/7/2014,no
SDhawan,2,6,0,0,0,0,0,vPakistan,Kolkata,3/19/2016,no
SDhawan,2,0,0,0,0,0,0,vSouthAfrica,Dharamsala,10/2/2015,no
SDhawan,2,13,0,0,0,0,0,vAustralia,Mohali,3/27/2016,no
SDhawan,2,0,0,0,0,0,0,vAustralia,Adelaide,1/26/2016,no
SDhawan,2,0,0,0,0,2,0,vSriLanka,Pune,2/9/2016,no
SDhawan,2,0,0,0,0,0,0,vBangladesh,Dhaka,2/24/2016,no
SDhawan,2,30,0,0,0,0,0,vPakistan,Dhaka,3/21/2014,no
SDhawan,2,1,0,0,0,0,0,vSriLanka,Dhaka,3/1/2016,no
SDhawan,2,1,0,0,0,0,0,vNewZealand,Nagpur,3/15/2016,no
SDhawan,2,0,0,0,0,0,0,vWestIndies,Kingston,7/9/2017,no
SDhawan,2,26,0,0,0,0,0,vAustralia,Sydney,1/31/2016,no
SDhawan,2,46,0,0,0,0,0,vSriLanka,Visakhapatnam,2/14/2016,no
SDhawan,2,32,0,0,0,0,0,vAustralia,Rajkot,10/10/2013,no
SDhawan,2,1,0,0,0,0,0,vBangladesh,Dhaka,3/28/2014,no
SDhawan,2,60,0,0,0,0,0,vBangladesh,Dhaka,3/6/2016,no
SDhawan,2,0,0,0,0,1,0,vBangladesh,Bengaluru,3/23/2016,no
SDhawan,2,0,0,0,0,0,0,vSouthAfrica,Cuttack,10/5/2015,no
SDhawan,2,0,0,0,0,0,0,vAustralia,Melbourne,1/29/2016,no
MSDhoni,2,0,0,0,0,0,0,vSriLanka,Pune,2/9/2016,no
MSDhoni,2,0,0,0,0,1,0,vPakistan,Bengaluru,12/25/2012,no
MSDhoni,2,0,0,0,0,0,0,vWestIndies,Lauderhill,8/28/2016,no
MSDhoni,2,0,0,0,0,0,0,vEngland,Nagpur,1/29/2017,no
MSDhoni,2,0,0,0,0,0,0,vPakistan,Dhaka,3/21/2014,no
MSDhoni,2,0,0,0,0,2,0,vBangladesh,Dhaka,2/24/2016,no
MSDhoni,2,1,0,0,0,0,0,vSriLanka,Colombo(RPS),9/6/2017,no
MSDhoni,2,7,0,0,0,0,0,vSriLanka,Dhaka,3/1/2016,no
MSDhoni,2,0,0,0,0,1,0,vAustralia,Dhaka,3/30/2014,no
MSDhoni,2,0,0,0,0,1,0,vSriLanka,Dhaka,4/6/2014,no
MSDhoni,2,30,0,0,0,0,0,vNewZealand,Nagpur,3/15/2016,no
MSDhoni,2,18,0,0,0,0,0,vAustralia,Mohali,3/27/2016,no
MSDhoni,2,19,0,0,0,0,0,vZimbabwe,Harare,6/18/2016,no
MSDhoni,2,0,0,0,0,0,1,vEngland,Colombo(RPS),9/23/2012,no
MSDhoni,2,0,0,0,0,0,0,vSouthAfrica,Colombo(RPS),10/2/2012,no
MSDhoni,2,0,0,0,0,0,0,vAustralia,Adelaide,1/26/2016,no
MSDhoni,2,43,0,0,0,0,0,vWestIndies,Lauderhill,8/27/2016,no
MSDhoni,2,0,0,0,0,0,0,vAustralia,Sydney,1/31/2016,no
MSDhoni,2,0,0,0,0,0,0,vSriLanka,Visakhapatnam,2/14/2016,no
MSDhoni,2,24,0,0,0,0,0,vAustralia,Rajkot,10/10/2013,no
MSDhoni,2,0,0,0,0,1,0,vWestIndies,Kingston,7/9/2017,no
MSDhoni,2,22,0,0,0,0,0,vBangladesh,Dhaka,3/28/2014,no
MSDhoni,2,20,0,0,0,0,0,vBangladesh,Dhaka,3/6/2016,no
MSDhoni,2,0,0,0,0,1,0,vAfghanistan,Colombo(RPS),9/19/2012,no
MSDhoni,2,0,0,0,0,0,2,vBangladesh,Bengaluru,3/23/2016,no
MSDhoni,2,0,0,0,0,0,0,vWestIndies,Mumbai,3/31/2016,no
MSDhoni,2,0,0,0,0,0,0,vPakistan,Colombo(RPS),9/30/2012,no
MSDhoni,2,0,0,0,0,0,0,vZimbabwe,Harare,6/22/2016,no
MSDhoni,2,0,0,0,0,1,2,vAustralia,Melbourne,1/29/2016,no
MSDhoni,2,0,0,0,0,0,0,vSouthAfrica,Cuttack,10/5/2015,no
MSDhoni,2,0,0,0,0,0,1,vEngland,Mumbai,12/22/2012,no
MSDhoni,2,0,0,0,0,0,0,vEngland,Kanpur,1/26/2017,no
MSDhoni,2,0,0,0,0,1,2,vSriLanka,Ranchi,2/12/2016,no
MSDhoni,2,0,0,0,0,0,1,vPakistan,Ahmedabad,12/28/2012,no
MSDhoni,2,0,0,0,0,1,1,vEngland,Bengaluru,2/1/2017,no
MSDhoni,2,7,0,0,0,0,0,vPakistan,Dhaka,2/27/2016,no
MSDhoni,2,0,0,0,0,0,0,vWestIndies,Dhaka,3/23/2014,no
MSDhoni,2,0,0,0,0,0,0,vSouthAfrica,Dhaka,4/4/2014,no
MSDhoni,2,27,0,0,0,0,0,vEngland,Birmingham,9/7/2014,no
MSDhoni,2,13,0,0,0,0,0,vPakistan,Kolkata,3/19/2016,no
MSDhoni,2,0,0,0,0,0,0,vU.A.E.,Dhaka,3/3/2016,no
MSDhoni,2,0,0,0,0,0,0,vSouthAfrica,Dharamsala,10/2/2015,no
MSDhoni,2,0,0,0,0,0,0,vZimbabwe,Harare,6/20/2016,no
MSDhoni,2,24,0,0,0,0,0,vEngland,Pune,12/20/2012,no
MSDhoni,2,0,0,0,0,0,0,vAustralia,Colombo(RPS),9/28/2012,no
ABDinda,2,0,0,0,0,0,0,vEngland,Pune,12/20/2012,no
GGambhir,2,16,0,0,0,0,0,vEngland,Pune,12/20/2012,no
GGambhir,2,0,0,0,0,0,0,vPakistan,Bengaluru,12/25/2012,no
GGambhir,2,0,0,0,0,0,0,vAustralia,Colombo(RPS),9/28/2012,no
GGambhir,2,0,0,0,0,2,0,vEngland,Colombo(RPS),9/23/2012,no
GGambhir,2,0,0,0,0,1,0,vSouthAfrica,Colombo(RPS),10/2/2012,no
GGambhir,2,0,0,0,0,1,0,vAfghanistan,Colombo(RPS),9/19/2012,no
GGambhir,2,0,0,0,0,0,0,vPakistan,Colombo(RPS),9/30/2012,no
GGambhir,2,0,0,0,0,1,0,vEngland,Mumbai,12/22/2012,no
GGambhir,2,0,0,0,0,0,0,vPakistan,Ahmedabad,12/28/2012,no
HarbhajanSingh,2,0,0,0,0,0,0,vU.A.E.,Dhaka,3/3/2016,no
RAJadeja,2,0,0,0,0,0,0,vWestIndies,Dhaka,3/23/2014,no
RAJadeja,2,7,0,0,0,0,0,vEngland,Birmingham,9/7/2014,no
RAJadeja,2,0,0,0,0,0,0,vWestIndies,Lauderhill,8/28/2016,no
RAJadeja,2,0,0,0,0,0,0,vPakistan,Kolkata,3/19/2016,no
RAJadeja,2,0,0,0,0,0,0,vAustralia,Mohali,3/27/2016,no
RAJadeja,2,0,0,0,0,0,0,vEngland,Pune,12/20/2012,no
RAJadeja,2,0,0,0,0,0,0,vPakistan,Dhaka,3/21/2014,no
RAJadeja,2,0,0,0,0,0,0,vSriLanka,Dhaka,3/1/2016,no
RAJadeja,2,0,0,0,0,0,0,vWestIndies,Lauderhill,8/27/2016,no
RAJadeja,2,0,0,0,0,0,0,vNewZealand,Nagpur,3/15/2016,no
RAJadeja,2,0,0,0,0,0,0,vAustralia,Sydney,1/31/2016,no
RAJadeja,2,0,0,0,0,0,0,vPakistan,Dhaka,2/27/2016,no
RAJadeja,2,0,0,0,0,0,0,vSriLanka,Visakhapatnam,2/14/2016,no
RAJadeja,2,0,0,0,0,0,0,vAustralia,Rajkot,10/10/2013,no
RAJadeja,2,0,0,0,0,0,0,vSouthAfrica,Dhaka,4/4/2014,no
RAJadeja,2,0,0,0,0,0,0,vBangladesh,Dhaka,3/28/2014,no
RAJadeja,2,0,0,0,0,0,0,vBangladesh,Dhaka,3/6/2016,no
KMJadhav,2,0,0,0,0,0,0,vZimbabwe,Harare,6/20/2016,no
KMJadhav,2,0,0,0,0,0,0,vSriLanka,Colombo(RPS),9/6/2017,no
KMJadhav,2,19,0,0,0,0,0,vZimbabwe,Harare,6/18/2016,no
KMJadhav,2,5,0,0,0,0,0,vZimbabwe,Harare,7/19/2015,no
KMJadhav,2,0,0,0,0,0,0,vWestIndies,Kingston,7/9/2017,no
KMJadhav,2,0,0,0,0,0,0,vZimbabwe,Harare,6/22/2016,no
KMJadhav,2,0,0,0,0,1,0,vZimbabwe,Harare,7/17/2015,no
KDKarthik,2,0,0,0,0,0,0,vWestIndies,Kingston,7/9/2017,no
ZKhan,2,0,0,0,0,0,0,vPakistan,Colombo(RPS),9/30/2012,no
VKohli,2,0,0,0,0,1,0,vBangladesh,Bengaluru,3/23/2016,no
VKohli,2,0,0,0,0,0,0,vSouthAfrica,Cuttack,10/5/2015,no
VKohli,2,0,0,0,0,3,0,vEngland,Bengaluru,2/1/2017,no
VKohli,2,0,0,0,0,0,0,vAustralia,Melbourne,1/29/2016,no
VKohli,2,0,0,0,0,0,0,vU.A.E.,Dhaka,3/3/2016,no
VKohli,2,0,0,0,0,0,0,vAfghanistan,Colombo(RPS),9/19/2012,no
VKohli,2,0,0,0,0,0,0,vEngland,Mumbai,12/22/2012,no
VKohli,2,0,0,0,0,2,0,vPakistan,Ahmedabad,12/28/2012,no
VKohli,2,78,0,0,0,0,0,vPakistan,Colombo(RPS),9/30/2012,no
VKohli,2,82,0,0,0,0,0,vSriLanka,Colombo(RPS),9/6/2017,no
VKohli,2,54,0,0,0,0,0,vWestIndies,Dhaka,3/23/2014,no
VKohli,2,0,0,0,0,0,0,vSouthAfrica,Dharamsala,10/2/2015,no
VKohli,2,66,0,0,0,0,0,vEngland,Birmingham,9/7/2014,no
VKohli,2,0,0,0,0,0,0,vWestIndies,Lauderhill,8/28/2016,no
VKohli,2,0,0,0,0,0,0,vEngland,Nagpur,1/29/2017,no
VKohli,2,55,0,0,0,0,0,vPakistan,Kolkata,3/19/2016,no
VKohli,2,82,0,0,0,0,0,vAustralia,Mohali,3/27/2016,no
VKohli,2,0,0,0,0,2,0,vAustralia,Adelaide,1/26/2016,no
VKohli,2,21,0,0,0,0,0,vEngland,Pune,12/20/2012,no
VKohli,2,36,0,0,0,0,0,vPakistan,Dhaka,3/21/2014,no
VKohli,2,0,0,0,0,0,0,vBangladesh,Dhaka,2/24/2016,no
VKohli,2,0,0,0,0,2,0,vAustralia,Dhaka,3/30/2014,no
VKohli,2,0,0,0,0,1,0,vSriLanka,Dhaka,4/6/2014,no
VKohli,2,56,0,0,0,0,0,vSriLanka,Dhaka,3/1/2016,no
VKohli,2,0,0,0,0,0,0,vEngland,Kanpur,1/26/2017,no
VKohli,2,16,0,0,0,0,0,vWestIndies,Lauderhill,8/27/2016,no
VKohli,2,23,0,0,0,0,0,vNewZealand,Nagpur,3/15/2016,no
VKohli,2,0,0,0,0,0,0,vWestIndies,Kingston,7/9/2017,no
VKohli,2,50,0,0,0,0,0,vAustralia,Sydney,1/31/2016,no
VKohli,2,0,0,0,0,1,0,vEngland,Colombo(RPS),9/23/2012,no
VKohli,2,49,0,0,0,0,0,vPakistan,Dhaka,2/27/2016,no
VKohli,2,72,0,0,0,0,0,vSouthAfrica,Dhaka,4/4/2014,no
VKohli,2,0,0,0,0,0,0,vSouthAfrica,Colombo(RPS),10/2/2012,no
VKohli,2,57,0,0,0,0,0,vBangladesh,Dhaka,3/28/2014,no
VKohli,2,29,0,0,0,0,0,vAustralia,Rajkot,10/10/2013,no
VKohli,2,41,0,0,0,0,0,vBangladesh,Dhaka,3/6/2016,no
KuldeepYadav,2,0,0,0,0,0,0,vSriLanka,Colombo(RPS),9/6/2017,no
DSKulkarni,2,0,0,0,0,0,0,vZimbabwe,Harare,6/20/2016,no
